sample_idx,max_eig,min_eig,trace,condition_number,mean_eig,median_eig,neg_eig_ratio,delta_max_eig,delta_min_eig,delta_trace,delta_condition_number,delta_mean_eig,delta_median_eig,delta_neg_eig_ratio
,2.1267552375793457,-0.07181292027235031,11.604842185974121,29.61521728281808,0.0006041042506694794,-8.519711628893201e-13,0.5279541611671448,,,,,,,
1245.0,3.0176525115966797,-0.1202392727136612,12.722360610961914,25.097062245069814,0.0006622780347242951,-1.512402399497792e-13,0.5196772813796997,0.890897274017334,-0.04842635244131088,1.117518424987793,-4.518155037748265,5.817378405481577e-05,7.007309229395409e-13,-0.008276879787445068
